record_id,year,faculty,role,digital_infrastructure_score,digital_competence_score,platform_reliability_score,digital_governance_score,process_automation_score,change_readiness_score,student_service_access_score,teaching_support_quality_score,user_satisfaction_score,processing_time_hours,error_rate_pct,high_quality_efficiency
UNMSM_DEMO_0189,2023,Faculty_11,administrative,33.29,39.74,52.64,36.01,35.18,38.23,50.31,42.13,43.77,98.37,8.91,0
UNMSM_DEMO_0190,2023,Faculty_01,faculty,62.0,39.68,62.47,63.46,39.47,35.48,70.3,58.93,56.8,74.83,10.67,1
UNMSM_DEMO_0191,2025,Faculty_02,student,93.68,84.02,77.24,74.77,70.57,83.48,77.78,82.06,66.03,60.42,12.12,1
UNMSM_DEMO_0192,2025,Faculty_10,student,66.4,61.86,62.71,56.16,54.8,79.38,70.81,63.91,43.21,77.79,15.86,1
UNMSM_DEMO_0193,2025,Faculty_15,student,71.75,36.25,86.16,49.87,61.39,49.12,70.87,65.42,57.17,76.72,2.23,1
UNMSM_DEMO_0194,2023,Faculty_17,student,47.29,60.32,53.56,33.7,40.42,23.55,51.56,58.01,51.38,95.27,10.74,0
UNMSM_DEMO_0195,2026,Faculty_09,student,64.78,73.25,51.19,57.46,49.74,54.59,76.55,58.81,61.64,71.33,7.84,1
UNMSM_DEMO_0196,2022,Faculty_06,student,52.26,67.36,49.43,29.34,66.2,39.52,71.33,68.7,47.51,60.14,12.22,1
UNMSM_DEMO_0197,2023,Faculty_20,student,59.78,56.81,56.64,43.4,49.97,40.93,70.38,58.86,34.74,101.17,11.4,1
UNMSM_DEMO_0198,2022,Faculty_10,student,65.87,64.62,71.17,67.67,63.64,68.06,66.39,69.05,47.87,97.95,6.11,1
UNMSM_DEMO_0199,2023,Faculty_07,faculty,40.03,52.95,49.89,35.97,24.4,37.47,55.08,56.66,62.43,102.96,14.04,1
UNMSM_DEMO_0200,2026,Faculty_09,faculty,80.45,88.44,81.85,73.39,64.65,55.25,85.21,87.19,59.52,50.21,5.73,1
UNMSM_DEMO_0201,2023,Faculty_01,faculty,52.57,64.54,51.28,47.17,22.01,41.06,58.52,63.55,62.53,86.82,18.83,0
UNMSM_DEMO_0202,2026,Faculty_07,student,80.4,57.35,74.46,73.84,75.56,57.15,69.47,69.5,55.73,66.09,8.12,1
UNMSM_DEMO_0203,2024,Faculty_11,administrative,54.38,49.74,44.97,50.85,44.28,36.23,73.23,54.77,47.85,99.03,13.99,1
UNMSM_DEMO_0204,2025,Faculty_19,faculty,84.23,78.68,71.88,75.08,72.3,53.08,74.07,76.82,71.58,46.91,0.2,1
UNMSM_DEMO_0205,2024,Faculty_15,student,77.5,53.36,65.95,76.98,68.68,60.8,83.59,76.16,54.63,61.49,7.63,1
UNMSM_DEMO_0206,2023,Faculty_16,student,80.89,71.29,58.44,70.06,71.57,65.33,60.72,75.27,74.18,65.47,14.29,1
UNMSM_DEMO_0207,2025,Faculty_11,faculty,48.94,68.58,61.45,34.94,20.21,34.89,65.85,70.85,51.76,110.53,17.45,0
UNMSM_DEMO_0208,2026,Faculty_03,student,79.5,77.69,81.66,53.68,64.29,44.74,89.72,78.26,68.1,67.1,1.67,1
UNMSM_DEMO_0209,2023,Faculty_08,student,68.7,75.78,72.93,60.66,43.76,66.93,70.49,65.43,59.15,62.0,9.14,1
UNMSM_DEMO_0210,2025,Faculty_20,manager,63.31,46.78,51.41,43.8,55.62,5.82,62.19,47.65,56.38,85.91,6.68,0
UNMSM_DEMO_0211,2023,Faculty_01,student,51.99,56.02,67.27,62.64,60.32,46.85,56.18,64.17,67.6,84.66,13.79,1
UNMSM_DEMO_0212,2025,Faculty_18,student,79.53,68.46,52.93,50.65,37.51,48.82,76.49,61.31,56.42,85.72,12.9,1
UNMSM_DEMO_0213,2025,Faculty_14,manager,60.53,58.4,78.27,53.05,47.58,59.19,63.78,62.85,71.59,85.43,6.98,1
UNMSM_DEMO_0214,2024,Faculty_06,faculty,69.87,51.13,66.19,60.55,54.85,59.95,68.46,52.93,52.47,69.0,9.44,0
UNMSM_DEMO_0215,2025,Faculty_16,student,85.1,76.58,73.77,58.49,55.59,67.31,66.41,66.1,70.72,64.65,0.9,1
UNMSM_DEMO_0216,2023,Faculty_17,administrative,84.59,85.46,77.18,49.35,55.59,58.9,86.56,75.55,68.67,89.41,5.23,1
UNMSM_DEMO_0217,2022,Faculty_01,administrative,76.08,57.35,60.15,67.24,85.33,70.71,77.62,67.64,50.67,60.91,6.51,1
UNMSM_DEMO_0218,2022,Faculty_03,student,21.11,36.01,18.71,0.0,14.17,25.48,44.81,41.74,32.03,118.09,19.67,0
UNMSM_DEMO_0219,2024,Faculty_14,faculty,62.44,54.96,53.73,41.06,55.1,30.0,56.23,60.64,52.15,97.46,4.35,0
UNMSM_DEMO_0220,2026,Faculty_20,student,68.01,64.75,71.6,69.71,50.25,71.26,80.55,69.46,54.0,62.28,8.32,1
UNMSM_DEMO_0221,2022,Faculty_01,student,32.69,42.08,48.44,48.98,33.17,18.65,52.25,61.48,47.6,82.89,15.99,1
UNMSM_DEMO_0222,2024,Faculty_14,faculty,64.81,69.89,51.54,42.88,51.04,57.56,56.75,66.68,55.24,83.1,6.42,0
UNMSM_DEMO_0223,2025,Faculty_03,student,85.57,74.31,67.91,66.44,70.12,68.78,61.57,78.84,63.51,58.05,8.22,1
UNMSM_DEMO_0224,2023,Faculty_14,faculty,43.82,60.24,44.21,40.47,43.6,44.17,52.48,63.15,46.73,95.3,12.31,0
UNMSM_DEMO_0225,2025,Faculty_13,administrative,66.59,67.46,65.31,77.51,43.45,49.92,57.83,58.95,59.75,74.47,15.79,1
UNMSM_DEMO_0226,2023,Faculty_02,student,41.13,54.08,40.0,37.0,56.66,51.94,50.96,59.76,42.05,67.68,10.28,1
UNMSM_DEMO_0227,2026,Faculty_14,faculty,67.06,47.95,49.15,45.84,53.27,28.12,69.8,48.35,52.75,80.03,10.18,0
UNMSM_DEMO_0228,2024,Faculty_18,student,88.09,95.36,68.9,85.74,87.3,66.05,72.2,78.68,64.6,52.6,8.14,1
UNMSM_DEMO_0229,2024,Faculty_18,administrative,61.34,58.27,58.89,44.28,35.12,40.37,67.62,58.35,74.66,100.83,8.04,1
UNMSM_DEMO_0230,2022,Faculty_01,student,73.27,66.75,51.53,62.31,43.85,49.17,61.79,68.38,46.24,85.02,10.91,1
UNMSM_DEMO_0231,2024,Faculty_05,faculty,44.25,24.21,45.12,18.65,16.89,38.0,57.77,41.86,35.6,111.58,13.62,0
UNMSM_DEMO_0232,2026,Faculty_05,faculty,97.48,73.4,94.29,76.77,86.96,82.48,96.49,81.15,68.15,56.82,3.42,1
UNMSM_DEMO_0233,2022,Faculty_10,student,69.66,73.41,51.71,40.03,56.56,54.25,63.44,72.31,71.03,76.62,12.7,1
UNMSM_DEMO_0234,2025,Faculty_03,faculty,66.08,62.04,62.0,43.44,49.52,58.76,69.83,74.32,44.37,73.31,11.88,1
UNMSM_DEMO_0235,2024,Faculty_18,faculty,68.66,45.62,77.4,68.72,50.33,58.3,60.29,61.19,62.99,78.61,6.8,1
UNMSM_DEMO_0236,2025,Faculty_16,faculty,69.8,57.28,49.05,39.99,24.74,28.08,75.97,59.61,54.25,92.4,14.26,1
UNMSM_DEMO_0237,2025,Faculty_17,faculty,79.57,67.39,70.98,65.82,71.84,60.99,69.56,72.83,65.12,84.31,11.6,1
UNMSM_DEMO_0238,2024,Faculty_04,manager,56.79,69.87,70.56,42.95,44.67,45.47,73.78,80.63,65.69,100.8,7.65,1
UNMSM_DEMO_0239,2023,Faculty_01,student,64.02,54.08,55.91,47.55,40.81,42.3,64.36,51.76,62.82,93.26,12.03,0
UNMSM_DEMO_0240,2025,Faculty_19,student,65.11,58.13,71.02,53.6,67.63,51.8,73.14,61.29,53.78,73.95,7.01,0
UNMSM_DEMO_0241,2022,Faculty_06,student,41.79,60.98,56.63,53.44,39.55,48.77,63.86,84.74,52.39,83.83,11.5,0
UNMSM_DEMO_0242,2024,Faculty_14,administrative,83.32,56.97,66.17,35.39,77.0,41.45,69.72,62.92,42.67,53.67,2.01,1
UNMSM_DEMO_0243,2022,Faculty_19,student,62.32,47.63,64.62,44.5,45.46,36.39,74.31,48.01,53.76,81.28,14.71,0
UNMSM_DEMO_0244,2025,Faculty_01,student,67.93,65.55,74.25,64.76,68.17,63.19,65.04,67.95,54.53,67.54,4.98,1
UNMSM_DEMO_0245,2025,Faculty_01,student,78.4,69.18,74.61,54.91,56.28,42.94,78.81,50.66,60.16,78.07,11.67,0
UNMSM_DEMO_0246,2022,Faculty_01,administrative,71.16,46.82,57.68,59.68,36.0,60.45,64.88,64.93,42.0,90.92,10.14,0
UNMSM_DEMO_0247,2025,Faculty_04,student,53.86,40.13,62.1,54.07,67.27,56.4,66.19,67.38,55.02,80.54,6.38,1
UNMSM_DEMO_0248,2024,Faculty_02,faculty,100.0,89.53,82.51,75.48,81.5,60.32,77.92,73.34,58.57,48.0,8.9,1
UNMSM_DEMO_0249,2025,Faculty_17,student,55.46,39.29,57.73,33.48,44.83,20.79,63.58,51.98,49.35,78.78,14.01,1
UNMSM_DEMO_0250,2022,Faculty_13,manager,75.05,63.69,60.12,61.42,56.12,83.03,61.72,78.14,49.03,91.19,10.24,1
UNMSM_DEMO_0251,2022,Faculty_20,student,89.14,50.11,79.46,76.53,63.97,69.55,79.17,57.6,58.23,74.93,9.68,1
UNMSM_DEMO_0252,2024,Faculty_17,student,57.05,43.69,59.53,37.31,33.39,38.87,64.38,50.28,59.15,87.62,11.29,0
UNMSM_DEMO_0253,2022,Faculty_20,administrative,86.53,77.22,66.21,73.89,90.58,64.02,70.01,72.1,70.14,50.42,5.38,1
UNMSM_DEMO_0254,2023,Faculty_05,administrative,69.66,76.26,80.33,64.78,67.37,56.34,71.79,69.84,72.71,65.52,4.98,1
UNMSM_DEMO_0255,2025,Faculty_06,student,85.31,63.0,94.35,82.29,73.66,48.62,80.58,71.11,81.73,59.29,8.01,1
UNMSM_DEMO_0256,2022,Faculty_17,student,64.15,71.85,67.27,47.31,63.3,62.0,63.45,63.31,51.26,79.03,6.25,0
UNMSM_DEMO_0257,2025,Faculty_05,faculty,66.51,51.98,76.39,63.2,66.9,41.28,69.53,67.01,70.82,97.83,11.75,0
UNMSM_DEMO_0258,2022,Faculty_02,administrative,51.17,46.07,56.88,60.02,53.7,61.93,54.8,62.06,40.03,77.74,9.16,0
UNMSM_DEMO_0259,2022,Faculty_14,student,65.73,74.28,46.56,53.66,37.44,51.5,80.07,70.94,60.97,93.95,12.68,0
UNMSM_DEMO_0260,2024,Faculty_17,student,82.26,75.13,59.01,67.31,64.56,54.54,78.43,71.67,58.1,47.43,11.04,1
UNMSM_DEMO_0261,2025,Faculty_20,faculty,60.51,57.29,69.43,54.7,48.31,49.12,69.13,68.17,48.74,73.93,9.9,0
UNMSM_DEMO_0262,2022,Faculty_19,faculty,37.29,44.33,44.47,37.42,44.15,14.02,63.43,42.84,48.81,101.11,11.14,0
UNMSM_DEMO_0263,2023,Faculty_03,administrative,77.41,78.78,59.69,69.61,63.59,58.92,55.95,75.49,69.71,72.45,8.74,1
UNMSM_DEMO_0264,2026,Faculty_16,faculty,62.24,86.87,75.73,70.44,56.68,59.34,51.18,75.19,70.42,18.55,11.15,1
UNMSM_DEMO_0265,2026,Faculty_17,student,81.5,61.38,79.43,67.55,66.43,67.62,72.5,71.44,65.78,74.66,5.14,1
UNMSM_DEMO_0266,2024,Faculty_14,administrative,71.12,66.03,56.63,50.95,47.26,38.71,57.72,72.3,57.51,104.29,10.46,1
UNMSM_DEMO_0267,2024,Faculty_17,administrative,73.21,57.19,56.52,41.34,49.89,62.07,66.28,61.02,58.71,58.27,10.59,1
UNMSM_DEMO_0268,2023,Faculty_17,administrative,47.9,37.85,65.73,63.22,20.71,51.74,64.31,70.58,54.2,111.04,15.71,1
UNMSM_DEMO_0269,2025,Faculty_09,student,63.86,51.76,48.01,44.67,51.53,57.09,69.88,72.25,55.47,47.23,10.67,1
UNMSM_DEMO_0270,2024,Faculty_01,student,43.2,42.7,56.11,28.26,36.9,35.07,51.47,63.28,46.87,103.9,17.44,0
UNMSM_DEMO_0271,2023,Faculty_10,faculty,66.75,70.77,58.27,68.92,75.07,65.52,69.31,63.73,65.76,61.38,7.19,1
UNMSM_DEMO_0272,2022,Faculty_05,student,64.89,66.24,62.16,51.9,56.24,34.98,66.95,50.26,43.49,47.89,8.75,1
UNMSM_DEMO_0273,2022,Faculty_03,manager,51.02,47.31,63.92,50.94,37.63,55.44,65.78,71.42,50.75,91.92,10.87,1
UNMSM_DEMO_0274,2026,Faculty_03,student,44.51,31.3,48.07,24.11,30.58,13.96,54.4,50.94,31.54,110.97,9.32,0
UNMSM_DEMO_0275,2024,Faculty_14,faculty,43.08,53.17,59.96,37.09,22.41,21.36,69.94,54.33,50.85,102.77,10.23,0
UNMSM_DEMO_0276,2024,Faculty_11,administrative,81.81,64.36,62.72,64.63,57.98,50.84,70.98,75.76,74.27,78.97,7.64,1
UNMSM_DEMO_0277,2024,Faculty_11,student,65.41,58.24,67.04,32.86,49.02,45.41,80.48,59.91,49.97,79.88,13.32,1
UNMSM_DEMO_0278,2025,Faculty_15,student,78.61,63.73,61.07,59.09,37.95,46.54,64.91,63.43,60.31,62.02,11.45,0
UNMSM_DEMO_0279,2022,Faculty_11,faculty,58.64,31.4,47.82,37.66,29.51,42.23,67.14,58.05,52.8,102.65,11.95,0
UNMSM_DEMO_0280,2022,Faculty_13,faculty,71.16,59.82,73.27,84.33,55.48,46.5,70.63,59.98,46.24,89.4,12.45,1
UNMSM_DEMO_0281,2023,Faculty_02,student,50.24,70.03,63.57,51.28,50.24,27.16,60.76,64.93,50.01,93.1,14.68,0
UNMSM_DEMO_0282,2024,Faculty_18,faculty,61.53,60.34,68.64,33.85,45.92,70.0,71.75,78.14,56.61,62.43,13.91,1
UNMSM_DEMO_0283,2025,Faculty_09,administrative,100.0,100.0,78.84,80.64,91.9,85.2,78.25,87.03,50.62,31.11,1.81,1
UNMSM_DEMO_0284,2024,Faculty_04,student,88.18,69.03,64.5,98.08,73.93,55.62,55.25,78.61,59.76,44.67,5.87,1
UNMSM_DEMO_0285,2024,Faculty_17,student,63.14,58.85,68.09,59.29,65.42,48.9,46.22,74.78,65.84,50.08,13.48,1
UNMSM_DEMO_0286,2026,Faculty_15,student,55.9,80.99,64.33,43.37,52.36,57.28,73.71,73.38,63.86,80.89,10.46,1
UNMSM_DEMO_0287,2022,Faculty_02,student,62.23,41.17,65.41,52.33,35.31,53.36,75.43,45.85,56.52,92.22,10.73,1
UNMSM_DEMO_0288,2024,Faculty_04,student,62.32,45.12,67.19,52.19,57.91,58.73,80.44,56.69,61.34,57.94,11.08,0
UNMSM_DEMO_0289,2024,Faculty_01,student,74.01,70.81,49.41,39.3,37.85,62.99,66.47,73.79,56.28,98.68,15.4,0
UNMSM_DEMO_0290,2024,Faculty_06,faculty,84.12,46.78,68.14,46.17,53.33,40.01,64.49,51.41,62.4,86.34,7.65,1
UNMSM_DEMO_0291,2026,Faculty_02,student,92.54,77.46,77.87,75.05,85.56,67.01,75.11,74.26,66.13,47.6,5.8,1
UNMSM_DEMO_0292,2023,Faculty_15,manager,66.29,50.0,62.55,32.02,76.68,50.66,67.4,65.98,53.16,67.75,9.97,1
UNMSM_DEMO_0293,2026,Faculty_11,student,95.65,88.68,82.87,71.8,83.05,72.0,72.96,91.6,66.14,32.97,1.58,1
UNMSM_DEMO_0294,2023,Faculty_20,student,49.61,48.4,76.12,53.1,49.23,48.62,77.18,61.56,64.22,75.66,9.29,0
UNMSM_DEMO_0295,2024,Faculty_15,faculty,82.6,75.05,71.18,69.56,70.88,70.65,89.46,70.59,77.0,63.72,3.88,1
UNMSM_DEMO_0296,2024,Faculty_13,administrative,61.54,67.07,63.18,61.88,60.98,55.95,69.48,68.77,68.65,73.02,5.92,1
UNMSM_DEMO_0297,2026,Faculty_11,student,71.98,62.55,77.63,56.45,76.72,50.1,72.16,72.39,57.51,68.24,4.44,1
UNMSM_DEMO_0298,2024,Faculty_02,student,71.08,44.75,46.65,53.17,43.99,53.57,56.1,58.37,44.71,85.44,13.33,1
UNMSM_DEMO_0299,2023,Faculty_02,student,54.94,44.99,55.79,30.77,51.85,32.72,73.48,65.56,58.52,80.62,9.42,1
UNMSM_DEMO_0300,2022,Faculty_13,student,68.55,45.31,76.64,71.48,47.19,54.2,71.59,60.1,64.08,79.61,7.5,1
UNMSM_DEMO_0301,2023,Faculty_01,student,72.39,62.66,64.98,45.72,74.7,58.64,67.54,69.55,59.8,79.51,7.39,1
UNMSM_DEMO_0302,2026,Faculty_01,student,71.1,64.59,71.92,47.52,66.45,56.34,74.1,73.39,53.67,70.43,4.22,1
UNMSM_DEMO_0303,2022,Faculty_05,student,52.28,38.14,21.68,40.02,31.14,15.83,50.31,44.21,45.46,96.68,16.34,1
UNMSM_DEMO_0304,2026,Faculty_18,student,55.42,46.68,55.41,59.68,38.85,48.2,63.73,66.79,43.31,81.48,15.24,1
UNMSM_DEMO_0305,2024,Faculty_10,manager,53.12,44.53,47.34,41.45,62.14,30.28,50.19,57.08,52.93,67.7,9.61,0
UNMSM_DEMO_0306,2022,Faculty_15,faculty,37.22,30.77,34.72,36.18,16.03,47.74,60.67,57.94,51.27,108.41,15.2,0
UNMSM_DEMO_0307,2023,Faculty_09,student,61.58,65.01,71.22,53.38,55.7,47.84,67.18,70.33,70.48,69.36,10.01,1
UNMSM_DEMO_0308,2024,Faculty_04,student,68.25,84.61,70.19,56.11,60.37,62.71,77.66,78.92,67.21,77.4,2.36,1
UNMSM_DEMO_0309,2023,Faculty_08,student,47.02,52.22,58.78,46.95,70.47,72.92,59.69,62.37,39.28,69.84,9.74,1
UNMSM_DEMO_0310,2022,Faculty_02,student,30.78,37.25,34.26,13.02,28.37,26.35,50.2,46.45,37.92,97.5,23.79,0
UNMSM_DEMO_0311,2025,Faculty_16,faculty,67.16,56.7,46.53,41.11,47.06,63.72,55.56,72.74,68.71,79.9,11.2,1
UNMSM_DEMO_0312,2025,Faculty_04,administrative,56.76,63.03,53.85,58.23,60.52,50.8,68.06,69.86,47.09,66.06,9.22,1
UNMSM_DEMO_0313,2022,Faculty_08,administrative,84.88,91.62,85.51,61.82,78.08,77.53,71.45,76.31,67.99,41.85,7.66,1
UNMSM_DEMO_0314,2023,Faculty_20,manager,45.94,47.52,28.4,39.17,26.37,38.2,50.71,55.5,54.2,100.3,20.05,0
UNMSM_DEMO_0315,2023,Faculty_12,manager,41.06,35.36,50.09,34.68,54.26,57.42,57.52,41.56,48.92,84.26,13.45,0
UNMSM_DEMO_0316,2025,Faculty_10,manager,82.15,82.6,77.26,77.73,83.46,61.52,75.85,72.96,87.77,64.86,0.2,1
UNMSM_DEMO_0317,2025,Faculty_11,student,77.66,77.83,85.24,56.06,65.22,45.68,63.55,81.64,58.81,63.73,8.55,1
UNMSM_DEMO_0318,2025,Faculty_16,student,78.86,64.42,77.49,76.26,63.86,50.61,72.51,69.61,56.33,88.55,15.27,1
UNMSM_DEMO_0319,2026,Faculty_06,student,64.15,74.1,64.02,62.5,66.23,54.24,72.61,71.77,68.73,63.39,10.1,1
UNMSM_DEMO_0320,2025,Faculty_13,faculty,74.23,57.4,80.21,71.99,63.81,52.87,70.78,48.36,53.48,56.4,3.9,1
UNMSM_DEMO_0321,2023,Faculty_18,student,80.51,49.92,60.83,53.0,61.76,67.59,69.35,63.04,55.65,60.86,9.79,1
UNMSM_DEMO_0322,2022,Faculty_12,administrative,56.5,48.32,59.8,41.66,30.43,58.26,65.11,66.11,50.59,72.04,8.63,0
UNMSM_DEMO_0323,2025,Faculty_09,faculty,78.77,52.22,61.17,55.85,87.05,50.05,69.63,67.1,65.9,76.55,9.84,1
UNMSM_DEMO_0324,2026,Faculty_03,student,51.78,46.87,65.3,38.76,30.6,30.2,56.65,66.98,55.54,109.93,9.2,1
UNMSM_DEMO_0325,2026,Faculty_05,student,70.91,79.15,67.3,58.99,68.97,39.49,69.41,69.28,64.63,74.53,7.92,1
UNMSM_DEMO_0326,2023,Faculty_19,student,68.89,39.69,52.85,46.71,49.8,76.12,72.87,61.55,48.59,70.18,8.25,1
UNMSM_DEMO_0327,2023,Faculty_11,student,57.17,38.04,53.0,33.07,62.34,49.19,55.31,48.92,57.49,99.18,7.79,0
UNMSM_DEMO_0328,2022,Faculty_07,administrative,64.76,44.45,60.29,35.62,37.77,57.05,63.78,61.19,83.27,86.1,16.08,1
UNMSM_DEMO_0329,2022,Faculty_09,faculty,53.58,48.14,47.94,19.75,31.82,31.03,50.88,48.41,51.0,94.33,13.45,0
UNMSM_DEMO_0330,2024,Faculty_12,faculty,59.69,44.63,58.34,31.65,29.4,41.27,71.14,46.97,50.38,113.17,11.0,0
UNMSM_DEMO_0331,2024,Faculty_11,student,62.51,69.46,54.57,56.39,52.96,54.07,63.86,60.18,45.47,84.68,6.92,1
UNMSM_DEMO_0332,2023,Faculty_14,student,56.03,55.5,56.15,23.87,21.54,38.18,57.09,72.5,43.89,128.6,8.08,0
UNMSM_DEMO_0333,2023,Faculty_06,student,73.84,65.18,67.39,41.87,49.93,67.06,71.15,69.24,56.0,85.05,6.04,0
UNMSM_DEMO_0334,2026,Faculty_13,faculty,51.76,52.96,57.1,63.26,21.37,65.93,53.63,67.15,48.63,87.67,13.99,0
UNMSM_DEMO_0335,2024,Faculty_09,administrative,60.08,70.05,65.44,55.47,65.9,48.7,58.98,65.71,56.87,62.55,11.11,1
UNMSM_DEMO_0336,2026,Faculty_19,student,70.17,42.57,58.73,48.21,39.14,28.94,57.35,45.05,67.72,64.26,9.9,0
UNMSM_DEMO_0337,2026,Faculty_04,administrative,67.26,65.91,67.86,58.19,36.27,36.68,61.29,73.42,68.29,82.16,15.97,1
UNMSM_DEMO_0338,2023,Faculty_03,student,41.79,39.63,73.43,51.75,54.82,63.42,72.36,49.7,49.89,90.64,6.68,1
UNMSM_DEMO_0339,2023,Faculty_10,administrative,73.19,78.61,80.88,51.35,53.84,76.72,68.16,75.02,52.98,84.73,7.7,1
UNMSM_DEMO_0340,2026,Faculty_11,student,82.14,78.16,79.76,59.32,73.06,53.81,78.81,74.75,75.98,65.23,3.14,1
UNMSM_DEMO_0341,2025,Faculty_14,student,64.22,60.99,91.39,37.49,46.54,50.28,67.23,73.9,58.32,73.09,11.46,1
UNMSM_DEMO_0342,2023,Faculty_09,administrative,64.89,60.23,69.63,81.95,75.1,48.01,73.8,62.3,46.93,60.93,13.16,1
UNMSM_DEMO_0343,2025,Faculty_19,student,54.92,43.93,50.9,16.87,37.85,40.72,54.39,45.28,51.35,107.12,6.99,0
UNMSM_DEMO_0344,2024,Faculty_10,student,57.1,29.95,68.95,43.05,42.35,47.39,66.43,53.38,58.92,91.11,9.48,0
UNMSM_DEMO_0345,2026,Faculty_03,student,89.58,86.0,76.9,69.57,75.88,69.11,77.37,73.72,48.65,62.88,10.06,1
UNMSM_DEMO_0346,2023,Faculty_03,student,66.28,57.19,57.7,38.49,59.38,60.02,82.55,60.57,46.75,68.15,5.09,1
UNMSM_DEMO_0347,2026,Faculty_20,faculty,75.94,63.17,64.06,72.27,58.0,50.61,74.77,74.25,60.11,80.44,10.84,1
UNMSM_DEMO_0348,2026,Faculty_03,administrative,82.55,75.55,78.76,88.25,65.26,54.9,71.29,65.89,74.11,24.46,10.97,1
UNMSM_DEMO_0349,2022,Faculty_19,administrative,78.04,63.21,64.49,55.09,73.64,61.07,75.83,71.23,55.25,70.32,7.62,1
UNMSM_DEMO_0350,2022,Faculty_06,student,37.62,23.62,41.27,14.82,13.8,40.77,69.58,51.86,31.03,139.55,17.24,0
UNMSM_DEMO_0351,2024,Faculty_02,student,49.73,40.76,57.65,13.13,33.13,53.29,50.2,67.25,50.29,80.39,17.6,1
UNMSM_DEMO_0352,2022,Faculty_07,student,60.45,57.78,67.66,49.87,61.23,60.54,60.91,67.28,51.33,70.96,14.37,1
UNMSM_DEMO_0353,2023,Faculty_13,student,54.92,51.0,52.61,40.97,50.61,53.69,60.29,67.88,54.08,81.83,10.56,0
UNMSM_DEMO_0354,2024,Faculty_09,student,82.6,73.74,68.78,61.92,69.3,62.92,70.34,71.9,54.27,60.85,5.97,1
UNMSM_DEMO_0355,2026,Faculty_16,administrative,69.94,70.24,75.38,56.75,52.72,41.06,68.84,73.24,50.08,89.25,6.16,1
UNMSM_DEMO_0356,2026,Faculty_13,administrative,54.97,32.79,57.55,40.67,15.72,39.85,53.92,45.82,54.08,106.85,17.17,0
UNMSM_DEMO_0357,2022,Faculty_09,administrative,49.22,44.08,32.13,39.28,19.9,41.2,65.68,36.04,46.17,101.06,11.45,0
UNMSM_DEMO_0358,2026,Faculty_13,student,39.36,48.4,40.43,24.59,27.76,8.85,44.96,55.13,49.68,108.15,13.36,0
UNMSM_DEMO_0359,2022,Faculty_20,student,50.72,35.31,57.38,36.41,43.44,46.05,60.42,60.94,43.02,87.21,11.51,1
UNMSM_DEMO_0360,2025,Faculty_09,student,67.28,60.91,70.81,60.59,55.38,49.2,76.74,71.32,52.6,112.56,7.44,1
UNMSM_DEMO_0361,2026,Faculty_04,student,66.68,52.9,72.37,53.46,65.91,42.14,69.38,61.4,68.06,72.2,8.52,1
UNMSM_DEMO_0362,2026,Faculty_09,student,86.49,70.08,80.27,78.75,60.96,79.09,70.02,87.27,54.91,69.12,15.37,1
UNMSM_DEMO_0363,2023,Faculty_17,student,95.03,59.94,76.55,73.08,63.98,69.26,69.01,68.66,76.46,46.01,7.24,1
UNMSM_DEMO_0364,2026,Faculty_05,student,65.77,59.6,67.04,41.91,59.86,65.4,66.55,72.26,66.03,70.08,7.42,1
UNMSM_DEMO_0365,2022,Faculty_19,manager,37.76,52.07,32.72,12.18,12.5,33.55,47.47,59.8,46.1,123.85,19.38,1
UNMSM_DEMO_0366,2024,Faculty_12,student,81.96,52.53,66.2,53.23,77.77,59.07,73.95,78.31,53.35,47.89,7.53,1
UNMSM_DEMO_0367,2024,Faculty_13,manager,73.45,52.86,68.17,49.55,71.21,47.25,60.75,62.77,50.48,42.55,11.71,0
UNMSM_DEMO_0368,2023,Faculty_07,student,85.42,47.07,62.97,62.96,58.21,55.23,78.46,59.02,57.75,72.63,9.68,1
UNMSM_DEMO_0369,2022,Faculty_19,faculty,68.75,82.09,49.86,64.31,80.5,61.96,66.03,60.94,48.36,76.1,6.91,1
UNMSM_DEMO_0370,2025,Faculty_01,student,57.61,44.73,51.44,54.18,25.37,25.31,63.78,67.03,43.42,93.01,8.26,0
UNMSM_DEMO_0371,2023,Faculty_06,student,80.71,76.83,79.08,78.06,77.03,66.15,85.09,79.43,72.44,54.09,1.13,1
UNMSM_DEMO_0372,2025,Faculty_09,student,54.67,47.38,54.33,47.53,48.56,38.85,59.2,62.66,55.87,59.11,5.35,1
UNMSM_DEMO_0373,2024,Faculty_10,student,76.98,57.05,67.52,74.24,53.68,64.04,66.33,90.33,52.91,77.34,10.51,1
UNMSM_DEMO_0374,2023,Faculty_10,administrative,49.52,37.78,49.71,38.14,32.37,40.2,55.97,58.45,51.82,100.6,8.87,0
UNMSM_DEMO_0375,2026,Faculty_03,student,63.39,78.28,49.92,48.45,35.73,36.3,62.38,57.45,58.41,66.85,16.34,0
UNMSM_DEMO_0376,2022,Faculty_05,faculty,88.27,84.08,56.99,81.48,75.31,72.32,71.62,73.58,77.95,71.82,7.82,1
UNMSM_DEMO_0377,2025,Faculty_02,student,65.11,49.86,60.02,54.28,65.24,47.39,60.62,55.75,59.12,79.73,7.89,1
UNMSM_DEMO_0378,2025,Faculty_12,student,76.42,75.87,79.94,62.2,70.91,28.83,59.82,68.03,72.8,79.04,4.07,1
